iter	Passed	Remaining
388	2516	3952
389	2522	3944
390	2528	3937
391	2533	3929
392	2539	3921
393	2544	3913
394	2549	3905
395	2555	3897
396	2560	3889
397	2566	3881
398	2571	3873
399	2576	3865
400	2582	3857
401	2587	3849
402	2593	3841
403	2598	3833
404	2604	3825
405	2609	3818
406	2615	3810
407	2620	3802
408	2626	3794
409	2631	3787
410	2637	3779
411	2643	3772
412	2648	3764
413	2654	3756
414	2659	3749
415	2665	3741
416	2670	3733
417	2675	3725
418	2681	3717
419	2686	3709
420	2692	3702
421	2697	3694
422	2702	3686
423	2708	3679
424	2713	3671
425	2719	3663
426	2724	3656
427	2730	3648
428	2735	3641
429	2741	3634
430	2747	3627
431	2753	3619
432	2758	3612
433	2763	3604
434	2769	3596
435	2774	3589
436	2780	3581
437	2785	3574
438	2792	3568
439	2798	3562
440	2805	3556
441	2811	3549
442	2818	3543
443	2824	3536
444	2830	3529
445	2836	3522
446	2842	3515
447	2847	3509
448	2853	3501
449	2858	3494
450	2864	3486
451	2870	3479
452	2875	3472
453	2882	3466
454	2887	3458
455	2892	3451
456	2898	3443
457	2903	3436
458	2909	3428
459	2914	3421
460	2920	3414
461	2925	3406
462	2931	3399
463	2936	3391
464	2941	3384
465	2946	3377
466	2952	3369
467	2957	3362
468	2963	3355
469	2969	3348
470	2975	3341
471	2981	3334
472	2988	3329
473	2993	3322
474	2999	3315
475	3005	3308
476	3010	3301
477	3017	3295
478	3023	3288
479	3029	3281
480	3034	3274
481	3040	3267
482	3046	3261
483	3052	3254
484	3058	3247
485	3064	3240
486	3069	3233
487	3075	3227
488	3081	3220
489	3087	3213
490	3093	3206
491	3098	3199
492	3104	3192
493	3109	3185
494	3115	3178
495	3121	3172
496	3127	3164
497	3132	3157
498	3138	3150
499	3143	3143
500	3149	3137
501	3155	3130
502	3160	3123
503	3165	3115
504	3171	3108
505	3177	3101
506	3182	3094
507	3187	3087
508	3193	3080
509	3198	3073
510	3204	3066
511	3209	3059
512	3215	3052
513	3220	3045
514	3226	3038
515	3231	3031
516	3237	3024
517	3242	3017
518	3248	3010
519	3253	3002
520	3258	2995
521	3264	2988
522	3269	2982
523	3275	2975
524	3281	2968
525	3286	2961
526	3292	2954
527	3297	2947
528	3303	2941
529	3308	2934
530	3314	2927
531	3319	2920
532	3325	2913
533	3331	2906
534	3336	2900
535	3342	2893
536	3348	2886
537	3354	2880
538	3359	2873
539	3365	2866
540	3371	2860
541	3376	2853
542	3382	2846
543	3387	2839
544	3393	2832
545	3398	2825
546	3404	2819
547	3409	2812
548	3415	2805
549	3420	2798
550	3425	2791
551	3431	2784
552	3437	2778
553	3442	2771
554	3448	2764
555	3453	2757
556	3459	2751
557	3464	2744
558	3470	2737
559	3476	2731
560	3481	2724
561	3486	2717
562	3492	2710
563	3498	2704
564	3503	2697
565	3509	2690
566	3514	2684
567	3520	2677
568	3526	2671
569	3532	2664
570	3537	2657
571	3543	2651
572	3548	2644
573	3553	2637
574	3559	2630
575	3564	2624
576	3570	2617
577	3576	2611
578	3583	2605
579	3589	2599
580	3594	2592
581	3600	2586
582	3607	2580
583	3614	2574
584	3620	2568
585	3627	2562
586	3633	2556
587	3638	2549
588	3644	2543
589	3650	2536
590	3656	2530
591	3663	2524
592	3668	2518
593	3674	2511
594	3681	2505
595	3686	2499
596	3693	2493
597	3699	2487
598	3706	2481
599	3712	2474
600	3718	2468
601	3724	2462
602	3730	2456
603	3736	2449
604	3742	2443
605	3748	2436
606	3754	2430
607	3761	2424
608	3767	2418
609	3773	2412
610	3778	2405
611	3784	2399
612	3790	2392
613	3795	2386
614	3800	2379
615	3806	2372
616	3811	2366
617	3816	2359
618	3822	2352
619	3827	2346
620	3833	2339
621	3838	2332
622	3844	2326
623	3849	2319
624	3855	2313
625	3861	2307
626	3867	2300
627	3872	2294
628	3878	2287
629	3883	2280
630	3888	2274
631	3894	2267
632	3899	2260
633	3905	2254
634	3911	2248
635	3916	2241
636	3922	2235
637	3927	2228
638	3933	2222
639	3938	2215
640	3944	2209
641	3950	2202
642	3955	2196
643	3961	2189
644	3966	2183
645	3972	2176
646	3977	2170
647	3983	2163
648	3989	2157
649	3994	2151
650	4000	2144
651	4005	2138
652	4011	2131
653	4016	2125
654	4022	2118
655	4028	2112
656	4034	2106
657	4039	2099
658	4044	2092
659	4050	2086
660	4055	2080
661	4061	2073
662	4067	2067
663	4072	2060
664	4078	2054
665	4083	2047
666	4089	2041
667	4094	2034
668	4099	2028
669	4104	2021
670	4110	2015
671	4116	2009
672	4122	2002
673	4128	1996
674	4134	1990
675	4139	1984
676	4145	1977
677	4150	1971
678	4156	1964
679	4162	1958
680	4167	1952
681	4173	1946
682	4179	1940
683	4185	1933
684	4190	1927
685	4196	1920
686	4201	1914
687	4207	1907
688	4212	1901
689	4218	1895
690	4223	1888
691	4229	1882
692	4234	1875
693	4240	1869
694	4245	1863
695	4251	1856
696	4256	1850
697	4262	1844
698	4267	1837
699	4273	1831
700	4278	1825
701	4284	1818
702	4289	1812
703	4295	1805
704	4300	1799
705	4306	1793
706	4312	1787
707	4318	1780
708	4323	1774
709	4329	1768
710	4334	1762
711	4340	1755
712	4346	1749
713	4352	1743
714	4357	1736
715	4363	1730
716	4368	1724
717	4374	1717
718	4379	1711
719	4385	1705
720	4391	1699
721	4396	1692
722	4402	1686
723	4407	1680
724	4413	1673
725	4418	1667
726	4424	1661
727	4430	1655
728	4435	1648
729	4441	1642
730	4446	1636
731	4452	1630
732	4457	1623
733	4463	1617
734	4469	1611
735	4474	1605
736	4480	1599
737	4486	1592
738	4491	1586
739	4497	1580
740	4503	1574
741	4508	1567
742	4513	1561
743	4519	1555
744	4525	1548
745	4530	1542
746	4536	1536
747	4542	1530
748	4547	1524
749	4553	1517
750	4558	1511
751	4564	1505
752	4569	1499
753	4575	1492
754	4581	1486
755	4587	1480
756	4593	1474
757	4599	1468
758	4604	1462
759	4610	1456
760	4616	1449
761	4621	1443
762	4627	1437
763	4633	1431
764	4638	1424
765	4643	1418
766	4649	1412
767	4654	1406
768	4660	1399
769	4665	1393
770	4671	1387
771	4677	1381
772	4682	1375
773	4688	1368
774	4693	1362
775	4700	1356
776	4705	1350
777	4711	1344
778	4716	1338
779	4722	1331
780	4728	1325
781	4733	1319
782	4739	1313
783	4744	1307
784	4750	1301
785	4755	1294
786	4761	1288
787	4767	1282
788	4773	1276
789	4780	1270
790	4789	1265
791	4797	1260
792	4804	1254
793	4810	1248
794	4816	1242
795	4831	1238
796	4844	1233
797	4854	1228
798	4863	1223
799	4870	1217
800	4879	1212
801	4888	1206
802	4895	1201
803	4903	1195
804	4910	1189
805	4916	1183
806	4923	1177
807	4929	1171
808	4937	1165
809	4943	1159
810	4949	1153
811	4956	1147
812	4962	1141
813	4970	1135
814	4976	1129
815	4983	1123
816	4990	1117
817	4996	1111
818	5003	1105
819	5010	1099
820	5017	1093
821	5023	1087
822	5029	1081
823	5035	1075
824	5041	1069
825	5048	1063
826	5055	1057
827	5062	1051
828	5068	1045
829	5074	1039
830	5081	1033
831	5087	1027
832	5094	1021
833	5101	1015
834	5106	1009
835	5113	1003
836	5118	996
837	5124	990
838	5130	984
839	5136	978
840	5142	972
841	5148	966
842	5154	959
843	5160	953
844	5165	947
845	5171	941
846	5178	935
847	5184	929
848	5190	923
849	5196	917
850	5202	910
851	5209	904
852	5215	898
853	5220	892
854	5227	886
855	5234	880
856	5240	874
857	5246	868
858	5252	862
859	5259	856
860	5265	850
861	5270	843
862	5276	837
863	5282	831
864	5289	825
865	5295	819
866	5301	813
867	5307	807
868	5313	801
869	5319	794
870	5325	788
871	5331	782
872	5337	776
873	5343	770
874	5349	764
875	5355	758
876	5361	752
877	5367	745
878	5373	739
879	5379	733
880	5385	727
881	5390	721
882	5396	715
883	5401	708
884	5407	702
885	5413	696
886	5419	690
887	5425	684
888	5431	678
889	5436	671
890	5442	665
891	5448	659
892	5454	653
893	5460	647
894	5465	641
895	5472	635
896	5478	629
897	5484	622
898	5490	616
899	5496	610
900	5501	604
901	5507	598
902	5513	592
903	5519	586
904	5525	579
905	5531	573
906	5536	567
907	5543	561
908	5549	555
909	5555	549
910	5561	543
911	5567	537
912	5573	531
913	5580	525
914	5586	518
915	5592	512
916	5598	506
917	5605	500
918	5611	494
919	5617	488
920	5623	482
921	5629	476
922	5635	470
923	5642	464
924	5647	457
925	5654	451
926	5660	445
927	5666	439
928	5673	433
929	5678	427
930	5684	421
931	5690	415
932	5696	409
933	5702	402
934	5708	396
935	5714	390
936	5720	384
937	5726	378
938	5731	372
939	5737	366
940	5743	360
941	5750	354
942	5755	347
943	5761	341
944	5768	335
945	5774	329
946	5779	323
947	5786	317
948	5792	311
949	5799	305
950	5805	299
951	5811	293
952	5818	286
953	5823	280
954	5830	274
955	5836	268
956	5842	262
957	5848	256
958	5854	250
959	5861	244
960	5867	238
961	5873	231
962	5879	225
963	5885	219
964	5891	213
965	5898	207
966	5904	201
967	5910	195
968	5916	189
969	5921	183
970	5928	177
971	5934	170
972	5940	164
973	5946	158
974	5952	152
975	5958	146
976	5964	140
977	5969	134
978	5975	128
979	5982	122
980	5987	115
981	5994	109
982	5999	103
983	6005	97
984	6011	91
985	6016	85
986	6022	79
987	6028	73
988	6034	67
989	6039	61
990	6045	54
991	6051	48
992	6057	42
993	6063	36
994	6068	30
995	6075	24
996	6081	18
997	6086	12
998	6092	6
999	6098	0
