iter	RMSE
283	17.2851064
284	17.27933064
285	17.27375376
286	17.26620871
287	17.26276581
288	17.25093322
289	17.24530782
290	17.24103584
291	17.23438313
292	17.22904437
293	17.22667082
294	17.21965898
295	17.21344644
296	17.20760934
297	17.20141303
298	17.19535487
299	17.18498254
300	17.17634742
301	17.16746856
302	17.16400225
303	17.15782293
304	17.14751534
305	17.13993617
306	17.13684016
307	17.12520916
308	17.12213627
309	17.11510917
310	17.11165388
311	17.11020416
312	17.10068941
313	17.09054298
314	17.08361361
315	17.07992647
316	17.07606978
317	17.07079252
318	17.06473443
319	17.05840317
320	17.05217398
321	17.04380237
322	17.0399522
323	17.0320209
324	17.02896503
325	17.02332708
326	17.01398376
327	17.00684284
328	16.9978323
329	16.99062611
330	16.98472104
331	16.98021576
332	16.9746234
333	16.97141625
334	16.96402215
335	16.96144447
336	16.95792408
337	16.9514424
338	16.94372431
339	16.93847759
340	16.93081656
341	16.92563105
342	16.91940998
343	16.91326918
344	16.91007268
345	16.90708043
346	16.90237568
347	16.89846177
348	16.89252948
349	16.8862978
350	16.88021051
351	16.87518924
352	16.87132552
353	16.86602948
354	16.85978301
355	16.85333383
356	16.84690075
357	16.84176685
358	16.83560333
359	16.8313734
360	16.82719179
361	16.82020548
362	16.81896346
363	16.81351286
364	16.8080355
365	16.80412188
366	16.79577507
367	16.7897283
368	16.78472333
369	16.77687957
370	16.77328708
371	16.76529949
372	16.75813135
373	16.75407062
374	16.74995539
375	16.74616744
376	16.74448762
377	16.73738202
378	16.73042836
379	16.72417774
380	16.72169157
381	16.71678157
382	16.71147266
383	16.70799577
384	16.70501869
385	16.69698801
386	16.69112165
387	16.68430968
388	16.68107669
389	16.67635446
390	16.67215246
391	16.66570168
392	16.66284711
393	16.65974461
394	16.65277159
395	16.64887216
396	16.64188934
397	16.63714014
398	16.63286114
399	16.62853112
400	16.61900838
401	16.61234503
402	16.60997443
403	16.60357376
404	16.59548076
405	16.58926883
406	16.58703231
407	16.58081191
408	16.57371425
409	16.56831691
410	16.56648984
411	16.5562991
412	16.55009058
413	16.54765475
414	16.54176313
415	16.53859918
416	16.53574969
417	16.53150811
418	16.52606328
419	16.5229848
420	16.51698506
421	16.51248504
422	16.51169234
423	16.50539078
424	16.49937566
425	16.49829682
426	16.49456985
427	16.4889506
428	16.48620724
429	16.48202665
430	16.47397629
431	16.47029434
432	16.46622183
433	16.45924412
434	16.45202839
435	16.44241333
436	16.43822376
437	16.43601794
438	16.43202518
439	16.42748477
440	16.42256768
441	16.41969899
442	16.41148915
443	16.40661013
444	16.40248476
445	16.39691852
446	16.39381302
447	16.38938115
448	16.38777824
449	16.38181108
450	16.37970937
451	16.37342482
452	16.36713077
453	16.35975113
454	16.35616443
455	16.351825
456	16.34572739
457	16.34320466
458	16.34005099
459	16.33645009
460	16.33175627
461	16.32609607
462	16.32092832
463	16.31802256
464	16.3125118
465	16.30988337
466	16.30606305
467	16.30415024
468	16.29994854
469	16.29411146
470	16.29030497
471	16.2860431
472	16.28088658
473	16.27681873
474	16.27100449
475	16.26483637
476	16.26288094
477	16.25709085
478	16.25097882
479	16.24564578
480	16.24395367
481	16.23814333
482	16.23213155
483	16.2288846
484	16.22531549
485	16.22053162
486	16.21754347
487	16.21381886
488	16.20650747
489	16.19860517
490	16.1952996
491	16.19274081
492	16.18695399
493	16.18488679
494	16.18074234
495	16.17373582
496	16.17176801
497	16.16755873
498	16.16650592
499	16.16186954
500	16.15686666
501	16.15230642
502	16.14649113
503	16.14526333
504	16.14098896
505	16.13880082
506	16.12922203
507	16.12564496
508	16.1217859
509	16.11853227
510	16.11184977
511	16.10669355
512	16.10499688
513	16.10018704
514	16.09555502
515	16.09142718
516	16.08710744
517	16.08225181
518	16.07957641
519	16.07827401
520	16.07511939
521	16.07202689
522	16.06995574
523	16.06553172
524	16.05949517
525	16.05638189
526	16.054051
527	16.04986382
528	16.04206218
529	16.03938532
530	16.03302363
531	16.02962385
532	16.02839681
533	16.02280655
534	16.01728321
535	16.01269764
536	16.0063176
537	16.00379366
538	16.00086087
539	15.99540093
540	15.99192434
541	15.99013012
542	15.98804321
543	15.98188257
544	15.9801418
545	15.97516787
546	15.97067073
547	15.96889746
548	15.96467834
549	15.96061103
550	15.95834576
551	15.95350241
552	15.9484753
553	15.94208224
554	15.93831336
555	15.93380644
556	15.92915893
557	15.92591091
558	15.92241141
559	15.91730413
560	15.91561004
561	15.91238972
562	15.90769256
563	15.90369151
564	15.90028911
565	15.898946
566	15.89580272
567	15.89291511
568	15.88910857
569	15.88492054
570	15.88215597
571	15.87904511
572	15.87594467
573	15.87154575
574	15.86836124
575	15.86458046
576	15.86291486
577	15.86053952
578	15.85514339
579	15.85190851
580	15.84867205
581	15.84574396
582	15.84278097
583	15.84163011
584	15.83617675
585	15.8344861
586	15.83164875
587	15.82542332
588	15.82259342
589	15.81993478
590	15.81806829
591	15.81552189
592	15.81160042
593	15.80896436
594	15.80235383
595	15.79967142
596	15.79591194
597	15.79373536
598	15.79159699
599	15.78861947
600	15.78137636
601	15.77711361
602	15.77427338
603	15.77167476
604	15.76841782
605	15.76515579
606	15.76194726
607	15.75758168
608	15.75563067
609	15.75429049
610	15.75204279
611	15.74876037
612	15.74688969
613	15.7458775
614	15.74379759
615	15.74024911
616	15.73679895
617	15.73572139
618	15.73130124
619	15.72644503
620	15.72227214
621	15.71980051
622	15.71561219
623	15.71294667
624	15.71172578
625	15.70610511
626	15.70376705
627	15.70027847
628	15.69901119
629	15.69685026
630	15.69384785
631	15.69091071
632	15.68860531
633	15.68554732
634	15.6818143
635	15.67928873
636	15.67596756
637	15.67395632
638	15.66931657
639	15.66469449
640	15.66138726
641	15.65739081
642	15.65519459
643	15.65156008
644	15.64890905
645	15.64556063
646	15.64418234
647	15.64110023
648	15.63798924
649	15.63171215
650	15.6289133
651	15.62631139
652	15.62343791
653	15.62135856
654	15.61952623
655	15.61762213
656	15.61541672
657	15.61121306
658	15.60800034
659	15.6028845
660	15.60172364
661	15.6006363
662	15.59821902
663	15.59678897
664	15.59282311
665	15.59071208
666	15.58897721
667	15.58863817
668	15.58819167
669	15.58545919
670	15.5840322
671	15.58197426
672	15.57904111
673	15.57534953
674	15.57274503
675	15.56807174
676	15.56692834
677	15.56460639
678	15.56293922
679	15.55924008
680	15.55714315
681	15.55459606
682	15.55192481
683	15.55089646
684	15.54735706
685	15.5448889
686	15.54022295
687	15.53735121
688	15.53488204
689	15.53217727
690	15.52952385
691	15.52595046
692	15.52345697
693	15.52160553
694	15.5182077
695	15.51671504
696	15.51375602
697	15.50917988
698	15.50460906
699	15.50329436
700	15.50132413
701	15.4980337
702	15.49560639
703	15.49317209
704	15.4900678
705	15.48796761
706	15.48360183
707	15.48140932
708	15.47901409
709	15.47567929
710	15.47442068
711	15.47168388
712	15.46863467
713	15.46702613
714	15.46484831
715	15.4626116
716	15.4615682
717	15.45854918
718	15.4579022
719	15.4552377
720	15.453377
721	15.45196536
722	15.45043236
723	15.44803971
724	15.44552152
725	15.44395144
726	15.44160657
727	15.43453478
728	15.43235647
729	15.42827739
730	15.42536377
731	15.42267311
732	15.42097551
733	15.41910077
734	15.41659568
735	15.41362653
736	15.4121587
737	15.40989421
738	15.40747213
739	15.40574013
740	15.40286256
741	15.40055716
742	15.39902548
743	15.39720157
744	15.3955388
745	15.39331449
746	15.39016982
747	15.38397237
748	15.38200477
749	15.3778188
750	15.37464542
751	15.36920759
752	15.36504834
753	15.36209347
754	15.3575071
755	15.35556066
756	15.35169745
757	15.34826646
758	15.34742303
759	15.34452081
760	15.34178584
761	15.34015462
762	15.33604982
763	15.33315658
764	15.33211763
765	15.33137661
766	15.32874457
767	15.32770376
768	15.32420268
769	15.32225481
770	15.31908917
771	15.31669644
772	15.31369887
773	15.31041814
774	15.30936354
775	15.30654766
776	15.30487958
777	15.2994633
778	15.29628838
779	15.29314281
780	15.29070418
781	15.28761681
782	15.28651634
783	15.28193782
784	15.28096093
785	15.27850045
786	15.27555349
787	15.27081643
788	15.26895081
789	15.26664212
790	15.26528782
791	15.26398359
792	15.26048281
793	15.25948943
794	15.25661066
795	15.2535938
796	15.24825704
797	15.24678778
798	15.24545608
799	15.23852632
800	15.2374802
801	15.23383382
802	15.23189317
803	15.22987578
804	15.22806421
805	15.2257649
806	15.22308196
807	15.22143008
808	15.22007347
809	15.2180781
810	15.21567589
811	15.2139565
812	15.21199842
813	15.20813342
814	15.20653748
815	15.20414422
816	15.20293017
817	15.19891344
818	15.19721289
819	15.19496004
820	15.19408685
821	15.19278669
822	15.18900926
823	15.1877112
824	15.18555429
825	15.18366406
826	15.18085334
827	15.17751338
828	15.17672922
829	15.17449737
830	15.16908588
831	15.16651472
832	15.16375558
833	15.16323396
834	15.16111494
835	15.15675117
836	15.15358591
837	15.15090482
838	15.14807914
839	15.14674573
840	15.14303363
841	15.14265311
842	15.14070803
843	15.13751367
844	15.13275945
845	15.12986932
846	15.1284953
847	15.12501025
848	15.12377717
849	15.12206277
850	15.11848183
851	15.11598348
852	15.11399162
853	15.11237611
854	15.10798366
855	15.10554626
856	15.10349439
857	15.10001162
858	15.09744243
859	15.09662398
860	15.09513688
861	15.09439086
862	15.09052535
863	15.08617175
864	15.08428095
865	15.08139784
866	15.079532
867	15.07707964
868	15.07416538
869	15.07154634
870	15.07114691
871	15.06940833
872	15.0667574
873	15.06334895
874	15.05937325
875	15.05882594
876	15.05685048
877	15.05435166
878	15.05252284
879	15.04872811
880	15.04762806
881	15.04663076
882	15.04522252
883	15.04418956
884	15.04306383
885	15.04074818
886	15.04009108
887	15.03702975
888	15.0350403
889	15.03166448
890	15.03005788
891	15.02811633
892	15.02749638
893	15.02539163
894	15.02423928
895	15.02238672
896	15.0195277
897	15.01840768
898	15.01743734
899	15.01640864
900	15.01518374
901	15.01423205
902	15.01244293
903	15.01134517
904	15.00917264
905	15.00856632
906	15.00756995
907	15.00477137
908	15.00396406
909	15.00062572
910	14.99845692
911	14.99702846
912	14.99462219
913	14.99179468
914	14.99108815
915	14.98796899
916	14.98569159
917	14.98386274
918	14.98212685
919	14.97988474
920	14.97801129
921	14.97456702
922	14.97192994
923	14.97078368
924	14.96861408
925	14.966094
926	14.96448928
927	14.96223262
928	14.96026117
929	14.95921143
930	14.95832783
931	14.95749715
932	14.95431693
933	14.95212086
934	14.95124873
935	14.94909208
936	14.94568899
937	14.94425789
938	14.94193454
939	14.94008503
940	14.93884357
941	14.93619583
942	14.93431065
943	14.93333357
944	14.9298761
945	14.92691099
946	14.92404642
947	14.92018485
948	14.91789252
949	14.91501042
950	14.9136556
951	14.91262256
952	14.90843145
953	14.90711976
954	14.90530201
955	14.9034457
956	14.90141156
957	14.89827606
958	14.89681901
959	14.8947756
960	14.89252061
961	14.89097825
962	14.88914303
963	14.88621707
964	14.88532432
965	14.8817826
966	14.88103283
967	14.87772125
968	14.8753463
969	14.87465877
970	14.87192093
971	14.86957769
972	14.868636
973	14.86563214
974	14.86407494
975	14.86213691
976	14.86106542
977	14.8603235
978	14.85934885
979	14.85698735
980	14.85464087
981	14.85224075
982	14.85063301
983	14.8491759
984	14.84759731
985	14.84673593
986	14.84360891
987	14.84138948
988	14.83961193
989	14.83738485
990	14.83487924
991	14.83333873
992	14.83270434
993	14.83153998
994	14.83036227
995	14.82813935
996	14.8272246
997	14.82550247
998	14.82476386
999	14.82188495
